Units,Year,Location,Provider,Funding
0,2021-22,Wrexham,First Choice Housing Association,Capital Grant Funded
0,2021-22,Wrexham,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Wrexham,North Wales Housing Association,Total
0,2021-22,Wrexham,North Wales Housing Association,Capital Grant Funded
0,2021-22,Wrexham,North Wales Housing Association,Non-Capital Grant Funded
0,2021-22,Wrexham,Ruabon Almshouse,Total
0,2021-22,Wrexham,Ruabon Almshouse,Capital Grant Funded
0,2021-22,Wrexham,Ruabon Almshouse,Non-Capital Grant Funded
0,2021-22,Wrexham,Wales and West Housing,Total
0,2021-22,Wrexham,Wales and West Housing,Capital Grant Funded
0,2021-22,Wrexham,Wales and West Housing,Non-Capital Grant Funded
33,2021-22,Wrexham,Adra,Total
0,2021-22,Wrexham,Adra,Capital Grant Funded
33,2021-22,Wrexham,Adra,Non-Capital Grant Funded
35,2021-22,Powys,Powys,Total
28,2021-22,Powys,Powys,Capital Grant Funded
7,2021-22,Powys,Powys,Non-Capital Grant Funded
98,2021-22,Powys,Registered Social Landlords,Total
68,2021-22,Powys,Registered Social Landlords,Capital Grant Funded
30,2021-22,Powys,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Powys,Cadarn Housing Group,Total
0,2021-22,Powys,Cadarn Housing Group,Capital Grant Funded
0,2021-22,Powys,Cadarn Housing Group,Non-Capital Grant Funded
0,2021-22,Powys,Clwyd Alyn Housing Association,Total
0,2021-22,Powys,Clwyd Alyn Housing Association,Capital Grant Funded
0,2021-22,Powys,Clwyd Alyn Housing Association,Non-Capital Grant Funded
0,2021-22,Powys,Grwp Cynefin,Total
0,2021-22,Powys,Grwp Cynefin,Capital Grant Funded
0,2021-22,Powys,Grwp Cynefin,Non-Capital Grant Funded
1,2021-22,Powys,Stori Cymru,Total
1,2021-22,Powys,Stori Cymru,Capital Grant Funded
0,2021-22,Powys,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Powys,First Choice Housing Association,Total
0,2021-22,Powys,First Choice Housing Association,Capital Grant Funded
0,2021-22,Powys,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Powys,Linc Cymru,Total
0,2021-22,Powys,Linc Cymru,Capital Grant Funded
0,2021-22,Powys,Linc Cymru,Non-Capital Grant Funded
38,2021-22,Powys,Newydd Housing Association,Total
38,2021-22,Powys,Newydd Housing Association,Capital Grant Funded
0,2021-22,Powys,Newydd Housing Association,Non-Capital Grant Funded
30,2021-22,Powys,Wales and West Housing,Total
0,2021-22,Powys,Wales and West Housing,Capital Grant Funded
30,2021-22,Powys,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Powys,Melin Homes,Total
0,2021-22,Powys,Melin Homes,Capital Grant Funded
0,2021-22,Powys,Melin Homes,Non-Capital Grant Funded
29,2021-22,Powys,Barcud Cyfyngedig,Total
29,2021-22,Powys,Barcud Cyfyngedig,Capital Grant Funded
0,2021-22,Powys,Barcud Cyfyngedig,Non-Capital Grant Funded
0,2021-22,Ceredigion,Ceredigion,Total
0,2021-22,Ceredigion,Ceredigion,Capital Grant Funded
0,2021-22,Ceredigion,Ceredigion,Non-Capital Grant Funded
56,2021-22,Ceredigion,Registered Social Landlords,Total
0,2021-22,Ceredigion,Registered Social Landlords,Capital Grant Funded
56,2021-22,Ceredigion,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Ceredigion,First Choice Housing Association,Total
0,2021-22,Ceredigion,First Choice Housing Association,Capital Grant Funded
0,2021-22,Ceredigion,First Choice Housing Association,Non-Capital Grant Funded
0,2021-22,Ceredigion,Saint David's Diocesan Housing Association,Total
0,2021-22,Ceredigion,Saint David's Diocesan Housing Association,Capital Grant Funded
0,2021-22,Ceredigion,Saint David's Diocesan Housing Association,Non-Capital Grant Funded
56,2021-22,Ceredigion,Wales and West Housing,Total
0,2021-22,Ceredigion,Wales and West Housing,Capital Grant Funded
56,2021-22,Ceredigion,Wales and West Housing,Non-Capital Grant Funded
0,2021-22,Ceredigion,Barcud Cyfyngedig,Total
0,2021-22,Ceredigion,Barcud Cyfyngedig,Capital Grant Funded
0,2021-22,Ceredigion,Barcud Cyfyngedig,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Pembrokeshire,Total
0,2021-22,Pembrokeshire,Pembrokeshire,Capital Grant Funded
0,2021-22,Pembrokeshire,Pembrokeshire,Non-Capital Grant Funded
64,2021-22,Pembrokeshire,Registered Social Landlords,Total
64,2021-22,Pembrokeshire,Registered Social Landlords,Capital Grant Funded
0,2021-22,Pembrokeshire,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Bro Myrddin Housing Association,Total
0,2021-22,Pembrokeshire,Bro Myrddin Housing Association,Capital Grant Funded
0,2021-22,Pembrokeshire,Bro Myrddin Housing Association,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Stori Cymru,Total
0,2021-22,Pembrokeshire,Stori Cymru,Capital Grant Funded
0,2021-22,Pembrokeshire,Stori Cymru,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,First Choice Housing Association,Total
0,2021-22,Pembrokeshire,First Choice Housing Association,Capital Grant Funded
0,2021-22,Pembrokeshire,First Choice Housing Association,Non-Capital Grant Funded
64,2021-22,Pembrokeshire,Ateb Group,Total
64,2021-22,Pembrokeshire,Ateb Group,Capital Grant Funded
0,2021-22,Pembrokeshire,Ateb Group,Non-Capital Grant Funded
0,2021-22,Pembrokeshire,Wales and West Housing,Total
0,2021-22,Pembrokeshire,Wales and West Housing,Capital Grant Funded
0,2021-22,Pembrokeshire,Wales and West Housing,Non-Capital Grant Funded
86,2021-22,Carmarthenshire,Carmarthenshire,Total
86,2021-22,Carmarthenshire,Carmarthenshire,Capital Grant Funded
0,2021-22,Carmarthenshire,Carmarthenshire,Non-Capital Grant Funded
119,2021-22,Carmarthenshire,Registered Social Landlords,Total
118,2021-22,Carmarthenshire,Registered Social Landlords,Capital Grant Funded
1,2021-22,Carmarthenshire,Registered Social Landlords,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Aelwyd Housing Association,Total
0,2021-22,Carmarthenshire,Aelwyd Housing Association,Capital Grant Funded
0,2021-22,Carmarthenshire,Aelwyd Housing Association,Non-Capital Grant Funded
21,2021-22,Carmarthenshire,Bro Myrddin Housing Association,Total
21,2021-22,Carmarthenshire,Bro Myrddin Housing Association,Capital Grant Funded
0,2021-22,Carmarthenshire,Bro Myrddin Housing Association,Non-Capital Grant Funded
0,2021-22,Carmarthenshire,Stori Cymru,Total
0,2021-22,Carmarthenshire,Stori Cymru,Capital Grant Funded
0,2021-22,Carmarthenshire,Stori Cymru,Non-Capital Grant Funded
1,2021-22,Carmarthenshire,Caredig,Total
0,2021-22,Carmarthenshire,Caredig,Capital Grant Funded
1,2021-22,Carmarthenshire,Caredig,Non-Capital Grant Funded
